timestamp,house_id,water_level,power_consumption,pump_status,electricity_cost,water_usage
2024-10-01 00:00:00,1,41.661634086807446,27,1,15.41,32.17
2024-10-01 01:00:00,1,43.600320348166726,25,0,12.19,38.41
2024-10-01 02:00:00,1,33.538871694120445,46,0,14.66,36.75
2024-10-01 03:00:00,1,50.0,32,0,17.01,37.23
2024-10-01 04:00:00,1,42.1775333808778,27,1,16.95,34.74
2024-10-01 05:00:00,1,31.010611503935067,48,0,12.25,38.55
2024-10-01 06:00:00,1,35.016478736955044,25,0,16.87,37.42
2024-10-01 07:00:00,1,32.43095891196671,47,1,14.3,36.31
2024-10-01 08:00:00,1,43.0801233002253,15,0,15.17,33.17
2024-10-01 09:00:00,1,50.0,29,0,9.53,36.87
2024-10-01 10:00:00,1,38.27571043228479,18,0,13.69,34.3
2024-10-01 11:00:00,1,36.13021109059997,30,0,17.87,35.16
2024-10-01 12:00:00,1,33.06538231209029,46,1,10.82,31.24
2024-10-01 13:00:00,1,31.151365967931522,23,0,15.15,32.35
2024-10-01 14:00:00,1,33.88237886757139,19,0,11.4,36.34
2024-10-01 15:00:00,1,28.81125801201124,41,1,8.68,33.46
2024-10-01 16:00:00,1,36.13256020296798,35,0,9.12,35.8
2024-10-01 17:00:00,1,32.73103965765716,23,0,11.48,38.28
2024-10-01 18:00:00,1,26.178389255456736,32,0,8.52,34.17
2024-10-01 19:00:00,1,23.129060244811797,33,0,14.16,34.01
2024-10-01 20:00:00,1,25.206499174030455,27,0,17.09,38.49
2024-10-01 21:00:00,1,30.67393204722063,42,0,13.27,34.93
2024-10-01 22:00:00,1,26.403052886235486,47,0,8.47,37.57
2024-10-01 23:00:00,1,29.826299231338314,21,0,10.2,37.6
2024-10-01 00:00:00,2,42.16945805313435,50,0,15.47,32.6
2024-10-01 01:00:00,2,38.413993123593876,18,0,17.85,37.6
2024-10-01 02:00:00,2,38.87064077235817,30,0,9.86,32.15
2024-10-01 03:00:00,2,33.70290980839913,36,0,10.16,38.12
2024-10-01 04:00:00,2,38.89630926975248,29,1,8.76,36.51
2024-10-01 05:00:00,2,42.18065063579811,14,1,11.64,34.83
2024-10-01 06:00:00,2,33.06407513777993,17,1,17.03,39.78
2024-10-01 07:00:00,2,29.75610117857726,17,0,13.82,34.53
2024-10-01 08:00:00,2,36.83419039699922,18,0,14.86,33.31
2024-10-01 09:00:00,2,46.306760154269156,42,0,16.53,38.98
2024-10-01 10:00:00,2,40.17769315115654,37,0,12.71,34.05
2024-10-01 11:00:00,2,44.915257603267015,23,0,16.11,34.61
2024-10-01 12:00:00,2,26.593826627524056,20,0,9.93,39.64
2024-10-01 13:00:00,2,29.355557839985103,37,0,12.44,39.06
2024-10-01 14:00:00,2,31.43270650231574,37,0,11.05,34.39
2024-10-01 15:00:00,2,40.44621447063348,17,0,14.86,33.78
2024-10-01 16:00:00,2,25.34940978210347,18,0,10.8,38.44
2024-10-01 17:00:00,2,29.37639288675291,32,0,13.88,30.72
2024-10-01 18:00:00,2,28.816969781613096,39,1,14.47,35.41
2024-10-01 19:00:00,2,33.02710803474835,41,0,17.98,30.65
2024-10-01 20:00:00,2,26.825293916640497,27,0,8.9,36.51
2024-10-01 21:00:00,2,27.124314363569212,45,0,9.18,32.1
2024-10-01 22:00:00,2,34.14142487544227,44,0,14.39,39.29
2024-10-01 23:00:00,2,24.536551348263828,13,0,11.66,31.56
2024-10-02 00:00:00,1,37.241431491791616,31,1,16.07,38.41
2024-10-02 01:00:00,1,36.01435435183331,21,1,16.92,39.26
2024-10-02 02:00:00,1,32.79697240437644,18,0,10.21,37.29
2024-10-02 03:00:00,1,34.57562050531509,22,0,8.3,34.52
2024-10-02 04:00:00,1,32.114633316842394,11,0,17.92,30.8
2024-10-02 05:00:00,1,40.328309208396675,12,1,12.72,32.7
2024-10-02 06:00:00,1,37.54320956590831,21,0,17.13,30.11
2024-10-02 07:00:00,1,32.732888105547424,39,0,12.61,34.99
2024-10-02 08:00:00,1,34.09183931864543,28,0,15.16,35.43
2024-10-02 09:00:00,1,38.09133894713214,11,0,14.91,38.92
2024-10-02 10:00:00,1,38.60054774497144,49,0,14.12,32.07
2024-10-02 11:00:00,1,44.22000198684785,28,0,9.74,36.66
2024-10-02 12:00:00,1,30.199099699415545,10,1,14.12,39.96
2024-10-02 13:00:00,1,30.796989498714815,13,0,17.36,31.72
2024-10-02 14:00:00,1,24.43785188660767,17,0,16.98,35.1
2024-10-02 15:00:00,1,29.29571136924215,14,0,9.72,39.9
2024-10-02 16:00:00,1,24.261675912135107,27,1,8.57,37.64
2024-10-02 17:00:00,1,26.530677557929405,12,0,8.21,38.96
2024-10-02 18:00:00,1,31.66341118468428,38,0,11.57,38.49
2024-10-02 19:00:00,1,34.88185033752637,37,0,10.91,36.3
2024-10-02 20:00:00,1,31.24412171523795,32,0,13.55,32.7
